Judul,Sinopsis,Genre
His Dark Materials #2: Pisau Gaib ( The Subtle Knife),"Will baru berumur dua belas tahun tapi telah membunuh orang. Sekarang ia sendirian, dalam pelarian, bertekad menemukan fakta yang sebenarnya tentang ayahnya yang hilang. Lalu Will memasuki jendela yang menuju ke dunia lain, dan mendapat teman baru---gadis kecil liar dan aneh bernama Lyra. Seperti Will, gadis itu punya misi yang akan dilaksanakannya dengan risiko apa pun. Tapi dunia Cittagazze ajaib dan meresahkan. Spectre yang mengisap jiwa dan mematikan gentayangan di mana-mana, sementara jauh di atas, samar-samar terdengar kepakan sayap para malaikat. Dan di Torre degli Angeli yang misterius bersembunyi rahasia paling penting Cittagazze---benda yang membuat orang-orang dari banyak dunia rela melenyapkan nyawa orang lain untuk mendapatkannya...",Fantasi
Afterworlds (Dunia yang Lain),"Darcy Patel sangat senang novelnya, Afterworlds, akan diterbitkan. Dia memutuskan menunda kuliah dan tinggal di New York City, tanpa apartemen dan tanpa teman. Untunglah Darcy dibantu para penulis lain mengenal kota itu dan memasuki dunia penerbitan yang menakjubkan. Dalam setahun, dia selesai menulis buku, menghadapi para kritikus, dan... jatuh cinta. Kisah Darcy dituturkan silih berganti dengan novelnya--thriller seru tentang Lizzie, remaja yang pindah ke Afterworld untuk menyelamatkan diri dari serangan teroris. Afterworld adalah dunia di antara alam fana dan alam baka, tempat banyak kisah mengerikan. Seperti Darcy, Lizzie juga jatuh cinta... sampai muncul ancaman baru, dan bakat istimewanya mungkin tidak cukup untuk melindungi orang-orang yang ia sayangi.",Fantasi
Harry Potter: Fantastic Beasts And Where To Find Them,"Newt Scamander baru saja selesai keliling dunia untuk mencari makhluk-makhluk sihir paling langka dan ganjil. Ketika sampai di New York, ia hanya berniat mampir sebentar. Namun, ketika koper Newt tertukar dan beberapa makhluk fantastisnya kabur, masalah pun dimulai Fantastic Beasts and Where to Find Them merupakan skenario pertama yang ditulis J.K. Rowling, pengarang seri terkenal Harry Potter. Film ini dibintangi pemenang Academy Award Eddie Redmayne sebagai Newt Scamander. Kisahnya terjadi lima puluh tahun sebelum cerita Harry Potter dimulai dan memiliki tokoh-tokoh luar biasa, merupakan kisah tentang persahabatan, sihir, dan kekacauan, penuh dengan petualangan.",Fantasi
The Windup Universe #1: The Windup Girl,"Anderson adalah perwakilan dari AgriGen, dikirim ke Thailand untuk bekerja sebagai manajer pabrik sembari mengombinasikan bahan makanan yang kemungkinan akan punah, dengan harapan akan mendapatkan sejarah mengenai kalori yang hilang. Emiko adalah gadis robot. Dia makhluk yang aneh namun cantik. Emiko bukan manusia; dia digerakkan oleh mesin, tumbuh dan diprogram untuk memberi kepuasan bagi para pebisnis Kyoto. Namun setelah dianggap tak berguna lagi, dia dibuang ke Bangkok. Di Thailand, robot disebut Orang Baru. Mereka dianggap tak berjiwa dan sama seperti iblis. Mereka adalah budak, tentara, dan mainan bagi pabrik kalori yang akan segera memimpin dunia. Apa yang akan terjadi jika kalori dijadikan alat tukar? Apa yang akan terjadi jika bio-terorisme dijadikan alat untuk mendapatkan keuntungan perusahaan? Benarkah bio-terorisme telah membawa umat manusia ke titik puncak evolusi pasca-manusia?",Fantasi
Bartimaeus #3 : Gerbang Ptolemy - Ptolemys Gate,"Dua ribu tahun telah berlalu sejak jin Bartimaeus berada di puncak kejayaannya--tak terkalahkan dalam pertempuran dan berteman dengan sang empu penyihir, Ptolemy. Sekarang, karena ia terperangkap di Bumi dan diperlakukan seenaknya oleh sang master, Nathaniel, energi Bartimaeus memudar dengan cepat. Sementara itu, di dunia bawah tanah London, Kitty Jones yang buron diam-diam melakukan riset tentang sihir dan demon. Ia punya rencana yang diharapkannya akan menyudahi konflik berkepanjangan antara jin dan manusia. Nathaniel, Kitty, dan Bartimaeus pun harus membongkar konspirasi mengerikan dan menghadapi ancaman paling berbahaya sepanjang sejarah ilmu sihir.",Fantasi
Artemis Fowl #3: The Eternity Code - Sandi Abadi,"Artemis Fowl menciptakan komputer supercanggih dengan teknologi yang ""dipinjamnya"" dari Kaum Peri. Di tangan yang salah, komputer C Cube itu bisa menimbulkan kekacauan fatal, baik bagi dunia manusia maupun peradaban peri. Segalanya jadi kacau ketika Artemis memamerkannya pada pengusaha Amerika yang licik. Apalagi ketika Butler, pengawal profesionalnya yang terkenal tidak terkalahkan, tertembak. C Cube dirampas si pengusaha dan disimpan di ruangan dengan pengamanan maksimum. Satu-satunya cara adalah meminta bantuan peri. Mereka setuju tapi dengan satu syarat: segala ingatan Artemis tentang Kaum Peri harus dihapus.",Fantasi
Artemis Fowl #5: And The Lost Colony - Dan Koloni yang Hilang,"Artemis Fowl akhirnya bertemu lawan seimbang. Ada remaja genius lain yang menemukan fakta bahwa peri memang ada dan bertekad menangkapnya. Dan bukan sembarang peri. Gadis itu bermaksud menangkap demonspesies yang paling membenci manusia. Hanya mantra waktu kuno yang memisahkan demon dengan manusiadan Artemis harus mencegah mantra itu runtuh. Jika ia gagal, kelompok makhluk haus darah itu akan berusaha kembali melaksanakan misi mereka: menghapus manusia dari muka bumi Hanya boleh ada satu pemenang dan kali ini mungkin saja bukan Artemis Fowl orangnya.",Fantasi
His Dark Materials #3: Teropong Cahaya (The Amber Spyglass),"Will adalah si pembawa pisau. Sekarang, didampingi para malaikat, ia bertugas mengantarkan senjata yang dahsyat dan berbahaya itu kepada Lord Asriel---sesuai perintah ayahnya ketika menjelang ajal. Tapi bagaimana ia bisa mencari Lord Asriel, padahal Lyra hilang? Hanya dengan bantuan gadis itu ia dapat memahami berbagai intrik yang mengepungnya. Dua kekuatan besar dari banyak dunia bersiap-siap perang, dan Will harus menemukan Lyra, sebab mereka dalam perjalanan menuju pertempuran, perjalanan tak terelakkan yang bahkan akan membawa mereka ke dunia kematian..",Fantasi
His Dark Materials #1: The Golden Compass - Kompas Emas,"Ketika temannya, Roger, lenyap, Lyra dan dmon-nya, Pantalaimon, bertekad menemukannya. Pencarian itu membawa mereka ke alam Utara yang dahsyat, muram tapi menakjubkan, tempat beruang-beruang berbaju besi menguasai dunia es dan ratu-ratu penyihir beterbangan di langit yang membeku---serta tempat sekelompok ilmuwanb melakukan eksperimen mengerikan. Lyra berhasil melalui berbagai kengerian ini, tapi sesuatu yang lebih berbahaya menunggunya---sesuatu yang tak pernah terbayangkan olehnya.",Fantasi
Ther Melian: Genesis (Collector`s Edition),"Perjalanan panjang Valadin mungumpulkan Relik Elemental selesai sudah. Berbekal kepingan-kepingan para Aether, Valadin menuju Laut Kematian untuk menyatukan ketujuh Relik. Dia pun harus menempuh satu ujian terakhir. Sementara itu, Vrey dan teman-temannya memdapat bantuan dari seorang wanita misterius, yang mengetahui rahasia kelam Benua Ther Melian. Ketika potongan demi potongan kebenaran yang sesungguhnya terungkap, Vrey dan Valadin menyadari bahwa mereka terjerat begitu dalam pada misteri yang menyelimuti PERMULAAN terciptanya dunia mereka, Terra! Dan saat sejarah berulang, perang besar pun menanti di depan mata. Dalam kisah penutup tertralogi Ther Melian ini, perjalanan nasib sekali lagi mempertemukan Vrey dan Valadin. Tapi kali ini keduanya mungkin tidak akan sampai akhir...",Fantasi
The Silmarillion - Silmarillion,"Ketiga Silmaril adalah batu-batu permata sempurna buatan Fanor, Elf yang paling cemerlang di antara seluruh rasnya. Ketika permata-permata itu dicuri Morgoth, Penguasa Kegelapan pertama, untuk memenuhi maksud dan tujuannya sendiri, Fanor dan kaum kerabatnya mengangkat senjata dan mengobarkan perang dahsyat yang berlangsung sangat lama, untuk merebut kembali ketiga Silmaril. Inilah kisah tentang pemberontakan mereka melawan dewa-dewa, dan sejarah Zaman Pertama yang penuh kepahlawanan di Middle-earth.",Fantasi
Sang penjaga Waktu (The Time Keeper),"Dialah pencipta jam pertama di dunia. Dia dihukum karena mencoba mengukur anugerah terbesar dari Tuhan, diasingkan ke dalam gua hingga berabadabad dan dipaksa mendengarkan suara orang-orang yang minta diberi lebih banyak waktu. Lalu dia kembali ke dunia kita, dengan membawa jam pasir ajaib dan sebuah misi: menebus kesalahannya dengan mempertemukan dua manusia di bumi, untuk mengajarkan makna waktu kepada mereka.",Fantasi
Sang Penyihir dari Portobello - The Witch of Portobello,"Bagaimana menemukan keberanian untuk senantiasa jujur pada diri sendiribahkan pada saat kita tak yakin akan diri kita? Itulah pertanyaan utama dalam karya penulis bestseller Paulo Coelho, Sang Penyihir dari Portobello. Kisahnya tentang perempuan misterius bernama Athena, yang disampaikan oleh banyak orang yang mengenalnya dengan baikatau nyaris tidak mengenalnya sama sekali. Seperti halnya Sang Alkemis, kisah ini memiliki kekuatan untuk mengubah sudut pandang para pembacanya mengenai cinta, gairah, sukacita, dan pengorbanan.",Fantasi
THE HOBBIT,"Inilah kisah tentang seorang Baggins yang pergi bertualang, dan mendapati dirinya melakukan dan mengucapkan hal-hal yang tak disangka-sangka Bilbo Baggins adalah hobbit yang suka hidup nyaman, tidak ambisius, jarang bepergian jauh selain ke gudang makanan di lubang hobbit-nya di Bag End. Tetapi hidup nyamannya terganggu ketika Gandalf si Penyihir, dan 13 kurcaci mendatanginya suatu hari, untuk mengajaknya menempuh perjalanan ""pergi dan kembali"". Mereka berencana mengambil harta Smaug, naga raksasa yang sangat berbahaya",Fantasi
Trilogi Warisan (Inheritance) #2: Yang Pertama - Eldest,"Eragon dan naganya, Saphira, berhasil menyelamatkan para pemberontak dari Raja Galbatorix, penguasa kejam Kekaisaran. Sekarang Eragon harus pergi ke Ellesmera, negeri para elf, untuk mempelajari lebih dalam ilmu sihir dan ilmu pedang agar ia dapat menjadi Penunggang Naga yang andal. Perjalanan yang luar biasa itu membuatnya sampai di banyak tempat yang memikat dan menemui orang-orang yang menakjubkan. Termasuk Arya, elf yang membuat Eragon merasakan cinta untuk pertama kalinya. Juga Oromis dan naganya, Glaedr, yang mengajari Eragon berbagai hal untuk mempererat hubungan batin antara dirinya dengan Saphira, naganya. Setiap hari merupakan petualangan baru bagi Eragon. Namun kekacauan dan pengkhianatan menghantuinya, Eragon jadi tidak tahu siapa yang bisa dipercayainya. Sementara itu, sepupunya Roran kembali harus menghadapi pertempuran di Carvahal -- pertempuran yang menyebabkan Eragon berada dalam bahaya yang lebih besar lagi karena melibatkan Galbatorix juga. Apakah tangan penuh darah sang raja akan menghantam semua usaha untuk melawannya? Eragon kali ini mungkin takkan berhasil meloloskan diri, biarpun dengan mengorbankan nyawanya...",Fantasi
Trilogi Warisan (Inheritance) #1: Eragon,"Eragon, anak laki-laki berusia 15 tahun, tinggal bersama paman dan sepupunya di desa bernama Carvahall. Suatu hari ketika sedang berburu ia menemukan batu berwarna biru yang indah di hutan. Karena mengira benda itu berharga dan bisa dijual mahal, ia membawa pulang batu itu. Ternyata batu itu telur naga! Eragon diam-diam memelihara naga itu karena ia tahu pamannya tidak akan setuju. Dari pendongeng tua bernama Brom, Eragon belajar mengenai naga dan sejarah mereka. Brom ternyata bukan pendongeng biasa. Saat Eragon terbang bersama naganya yang dinamainya Saphira, pamannya dibunuh makhluk-makhluk Ra'zac. Eragon bertekad memburu para Ra'zac yang membunuh pamannya dan Brom berkeras ikut. Di perjalanan Brom mengajarkan cara bertarung dengan pedang dan ilmu sihir. Brom berkata Eragon adalah penerus klan para Penunggang Naga. Dahulu Penunggang Naga adalah semacam penjaga keamanan di negara Alagaesia, tempat Eragon tinggal. Seseorang yang menyaksikan telur naga menetas terpilih menjadi Penunggang. Naga di kisah ini adalah makhluk yang memiliki kekuatan supranatural dan dapat berkomunikasi dengan para Penunggang. Klan Penunggang Naga punah karena salah seorang berkhianat dan membujuk Penunggang-Penunggang lain mengikuti jejaknya. Sang pengkhianat bernama Galbatorix, yang sekarang menjadi raja Alagaesia. Ia memerintah dengan kejam, sehingga beberapa orang yang setia pada klan Penunggang memberontak dan membentuk kelompok Varden. Galbatorix memiliki 3 butir telur naga, yang ia tunggu bertahun-tahun untuk menetas di bawah kekuasaannya, sehingga 3 orang Penunggang baru akan menjadi anak buahnya. Sayangnya, salah satu telur berhasil dicuri para Varden (Brom!) dan ditemukan Eragon: Saphira. Selain ceritanya yang seru, di bagian belakang buku ini juga ada semacam Kamus Bahasa Kuno yang dipakai para Penunggang untuk mengucapkan mantra-mantra mereka. Bahasa itu merupakan dasar semua kekuatan. Bahasa Kuno menjabarkan sifat sejati benda-benda, bukan aspek buatan yang dilihat semua orang. Misalnya, api disebut brisingr. Itu bukan saja nama untuk api, tapi itulah nama api. Kalau penggunanya cukup kuat, ia bisa menggunakan brisingr untuk mengarahkan api ke wujud apa pun yang diinginkannya.",Fantasi
Trials of Apollo #4 : The Tyrants Tomb,"Lagi-lagi kaisar jahat. Apollo bosan (ketakutan juga, sebenarnya). Dia harus menyelamatkan Oracle ketiga yang disekap dalam kepungan Labirin Api yang membara. Ya, tentu saja ada banyak rintangan. Dan tidak ada yang lebih membuat Apollo gemetar daripada menghadapi si Kuda milik kaisar terkejam dalam sejarah. Kuda gagah yang bisa bicara, luar biasa pintar, dan sama liciknya dengan sang Tuan. Untung saja ada Grover, satir kesayangan Percy Jackson, dan Meg, majikan Apollo kini, yang menemaninya menantang maut. Ini pertarungan untuk memperrebutkan tampuk kekuasaan di antara tiga dewata: Helios, sang Titan mantan dewa matahari; Apollo, dewa matahari yang untuk sementara dikutuk jadi manusia; dan kaisar gila yang berambisi ingin menjadi dewa dewa matahari baru. Apollo babak belur, tetapi Zeus tetap tidak berbelas kasihan, jadi Apollo terus saja melempar panah, coba-coba bernyanyi untuk meminta pertolongan, dan berharap mereka diselamatkan seorang pahlawan. Dan berani-beraninya si Oracle memberinya teka-teki padahal ini masalah hidup dan mati! Benar-benar tidak berperikedewaan.",Fantasi
Among The Chaos,"Anna dan teman-temannya kembali ke Maronca dan memutuskan untuk melupakan apa yang sudah terjadi. Tapi suatu malam, Anna mendapatkan kunjungan dari orang-orang yang dikenalnya di dalam The Wall. Mereka membawa informasi baru yang membuat Anna harus kembali ke tempat itu. Sementara itu, Putri Iris masih harus mempertahankan posisinya yang rapuh di dalam pemerintahan. Dengan bantuan Vaughn, ia harus bisa mengungkap identitas pengkhianat di kerajaannya. Di sisi lain, Rev si pengembara harus menghabiskan waktu di dalam penjara sendirian tanpa ada orang yang mengetahui nasibnya. Semua orang menganggap bahwa dialah yang merencanakan perang di antara Kerajaan Aquerona dan Kerajaan Pavenus. Semua jawaban terletak di Pavenus. Seseorang harus pergi ke kerajaan itu untuk mencari informasi tentang rencana besar si raja baru.",Fantasi
Flame In The Mist,"Sebagai satu-satunya anak perempuan samurai yang terkenal, Mariko selalu tahu bahwa dirinya dibesarkan untuk satu tujuan dan satu tujuan saja: untuk menikah. Tidak peduli jika pikirannya sebanding dengan kakak kembarnya, Kenshin, atau kemampuannya setara dengan ahli alkemi ternama. Karena Mariko tidak terlahir sebagai laki-laki, takdirnya sudah terkunci sejak saat pertama dia bernapas. Jadi, di usianya yang baru 17 tahun, Mariko dikirim ke istana imperial untuk bertemu dengan tunangannya, seorang pria yang tidak dipilihnya. Tapi, di tengah jalan konvoi Mariko diserang secara brutal oleh Klan Hitam, grup bandit berbahaya yang disewa untuk membunuh Mariko sebelum dia sampai di istana. Berhasil bertahan hidup, Mariko hampir tidak berhasil kabur dari hutan, di mana dia merencakan pembalasan dendamnya. Berpakaian sebagai laki-laki, dia memutuskan untuk menyusup ke dalam Klan Hitam dan memburu mereka yang bertanggung jawab dalam memburunya.",Fantasi
During The Chase,"Hanya ada satu kemungkinan yang akan terjadi pada Anna Chamberlain : ia harus mati demi menyelamatkan dua kerajaan di dalam The Wall. Ia sudah mempersiapkan diri untuk menghadapi siksaan di penjara sendirian. Tapi, seseorang yang selama ini dicarinya muncul kembali di saat ia sudah menyerah.",Fantasi
The Immortal Rules : Hukum Keabadian,"Hal yang paling dibenci oleh Allison Sekemoto di dunia ini adalah vampir. Mereka memerintah di kota tempatnya tinggal dan menjadikan seluruh penduduk manusia sebagai stok darah Untungnya, Allison tidak terdaftar penduduk kota itu. Tapi sialnya, ia terpaksa hams mengais-ngais makanan di tempat sampah dan bahkan mencuri secara diam-diam demi bertahan hidup. Lalu suatu hari ia diserang oleh Rabid, manusia yang telah bermutasi akibat virus. Di ambang kematiannya, seorang vampir datang menyelamatkannya. Ia harus memilih mati atau berubah menjadi makhluk penghisap darah yang paling dibencinya. Dan Allison memilih untuk hidup. Inilah awal petualangan Allison di tengah dunia gelap, berdarah, dan penuh bahaya.",Fantasi
